Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00   51747/51747       std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_Rb_tree() [528]
[525]    0.0    0.00    0.00   51747         std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_Rb_tree_impl<std::less<int>, true>::_Rb_tree_impl() [525]
                0.00    0.00   51747/51747       std::allocator<std::_Rb_tree_node<std::pair<int const, Protein*> > >::allocator() [461]
                0.00    0.00   51747/155241      std::_Rb_tree_key_compare<std::less<int> >::_Rb_tree_key_compare() [313]
                0.00    0.00   51747/155241      std::_Rb_tree_header::_Rb_tree_header() [312]
-----------------------------------------------
                0.00    0.00   51747/51747       std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::~_Rb_tree() [529]
[526]    0.0    0.00    0.00   51747         std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_Rb_tree_impl<std::less<int>, true>::~_Rb_tree_impl() [526]
                0.00    0.00   51747/51747       std::allocator<std::_Rb_tree_node<std::pair<int const, Protein*> > >::~allocator() [462]
-----------------------------------------------
                               52631             std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, Protein*> >*) [527]
                0.00    0.00   51747/51747       std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::~_Rb_tree() [529]
[527]    0.0    0.00    0.00   51747+52631   std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, Protein*> >*) [527]
                0.00    0.00   52631/56423       std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_S_right(std::_Rb_tree_node_base*) [401]
                0.00    0.00   52631/52633       std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_S_left(std::_Rb_tree_node_base*) [406]
                0.00    0.00   52631/52631       std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_M_drop_node(std::_Rb_tree_node<std::pair<int const, Protein*> >*) [429]
                               52631             std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, Protein*> >*) [527]
-----------------------------------------------
                0.00    0.00   51747/51747       std::map<int, Protein*, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::map() [505]
[528]    0.0    0.00    0.00   51747         std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_Rb_tree() [528]
                0.00    0.00   51747/51747       std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_Rb_tree_impl<std::less<int>, true>::_Rb_tree_impl() [525]
-----------------------------------------------
                0.00    0.00   51747/51747       std::map<int, Protein*, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::~map() [506]
[529]    0.0    0.00    0.00   51747         std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::~_Rb_tree() [529]
                0.00    0.00   51747/207748      std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_M_begin() [285]
                0.00    0.00   51747/51747       std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_Rb_tree_impl<std::less<int>, true>::~_Rb_tree_impl() [526]
                0.00    0.00   51747/51747       std::_Rb_tree<int, std::pair<int const, Protein*>, std::_Select1st<std::pair<int const, Protein*> >, std::less<int>, std::allocator<std::pair<int const, Protein*> > >::_M_erase(std::_Rb_tree_node<std::pair<int const, Protein*> >*) [527]
-----------------------------------------------
                0.00    0.00   51747/51747       std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_Rb_tree() [532]
[530]    0.0    0.00    0.00   51747         std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_Rb_tree_impl<std::less<int>, true>::_Rb_tree_impl() [530]
                0.00    0.00   51747/51747       std::allocator<std::_Rb_tree_node<std::pair<int const, signed char> > >::allocator() [463]
                0.00    0.00   51747/155241      std::_Rb_tree_key_compare<std::less<int> >::_Rb_tree_key_compare() [313]
                0.00    0.00   51747/155241      std::_Rb_tree_header::_Rb_tree_header() [312]
-----------------------------------------------
                0.00    0.00   51747/51747       std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::~_Rb_tree() [135]
[531]    0.0    0.00    0.00   51747         std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_Rb_tree_impl<std::less<int>, true>::~_Rb_tree_impl() [531]
                0.00    0.00   51747/51747       std::allocator<std::_Rb_tree_node<std::pair<int const, signed char> > >::~allocator() [464]
-----------------------------------------------
                0.00    0.00   51747/51747       std::map<int, signed char, std::less<int>, std::allocator<std::pair<int const, signed char> > >::map() [507]
[532]    0.0    0.00    0.00   51747         std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_Rb_tree() [532]
                0.00    0.00   51747/51747       std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_Rb_tree_impl<std::less<int>, true>::_Rb_tree_impl() [530]
-----------------------------------------------
                0.00    0.00   51747/51747       std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree() [535]
[533]    0.0    0.00    0.00   51747         std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree_impl<std::less<int>, true>::_Rb_tree_impl() [533]
                0.00    0.00   51747/51747       std::allocator<std::_Rb_tree_node<int> >::allocator() [465]
                0.00    0.00   51747/155241      std::_Rb_tree_key_compare<std::less<int> >::_Rb_tree_key_compare() [313]
                0.00    0.00   51747/155241      std::_Rb_tree_header::_Rb_tree_header() [312]
-----------------------------------------------
                0.00    0.00   51747/51747       std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::~_Rb_tree() [536]
[534]    0.0    0.00    0.00   51747         std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree_impl<std::less<int>, true>::~_Rb_tree_impl() [534]
                0.00    0.00   51747/51747       std::allocator<std::_Rb_tree_node<int> >::~allocator() [466]
-----------------------------------------------
                0.00    0.00   51747/51747       std::set<int, std::less<int>, std::allocator<int> >::set() [508]
[535]    0.0    0.00    0.00   51747         std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree() [535]
                0.00    0.00   51747/51747       std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree_impl<std::less<int>, true>::_Rb_tree_impl() [533]
-----------------------------------------------
                0.00    0.00   51747/51747       std::set<int, std::less<int>, std::allocator<int> >::~set() [509]
[536]    0.0    0.00    0.00   51747         std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::~_Rb_tree() [536]
                0.00    0.00   51747/155241      std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_begin() [315]
                0.00    0.00   51747/155241      std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_M_erase(std::_Rb_tree_node<int>*) [316]
                0.00    0.00   51747/51747       std::_Rb_tree<int, int, std::_Identity<int>, std::less<int>, std::allocator<int> >::_Rb_tree_impl<std::less<int>, true>::~_Rb_tree_impl() [534]
-----------------------------------------------
                0.00    0.00   51747/51747       RNA** std::fill_n<RNA**, unsigned long, RNA*>(RNA**, unsigned long, RNA* const&) [547]
[537]    0.0    0.00    0.00   51747         __gnu_cxx::__enable_if<std::__is_scalar<RNA*>::__value, RNA**>::__type std::__fill_n_a<RNA**, unsigned long, RNA*>(RNA**, unsigned long, RNA* const&) [537]
-----------------------------------------------
                0.00    0.00     816/51747       char* std::fill_n<char*, unsigned long, char>(char*, unsigned long, char const&) [664]
                0.00    0.00   50931/51747       char* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*) [617]
[538]    0.0    0.00    0.00   51747         char* std::__niter_base<char*>(char*) [538]
-----------------------------------------------
                0.00    0.00   51747/51747       RNA** std::fill_n<RNA**, unsigned long, RNA*>(RNA**, unsigned long, RNA* const&) [547]
[539]    0.0    0.00    0.00   51747         RNA** std::__niter_wrap<RNA**>(RNA** const&, RNA**) [539]
-----------------------------------------------
                0.00    0.00     816/51747       char* std::fill_n<char*, unsigned long, char>(char*, unsigned long, char const&) [664]
                0.00    0.00   50931/51747       char* std::__copy_move_a2<false, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*>(__gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, __gnu_cxx::__normal_iterator<char const*, std::vector<char, std::allocator<char> > >, char*) [617]
[540]    0.0    0.00    0.00   51747         char* std::__niter_wrap<char*>(char* const&, char*) [540]
-----------------------------------------------
                0.00    0.00   51747/51747       std::vector<RNA*, std::allocator<RNA*> >::_S_do_relocate(RNA**, RNA**, RNA**, std::allocator<RNA*>&, std::integral_constant<bool, true>) [511]
[541]    0.0    0.00    0.00   51747         RNA** std::__relocate_a<RNA**, RNA**, std::allocator<RNA*> >(RNA**, RNA**, RNA**, std::allocator<RNA*>&) [541]
                0.00    0.00  155241/206988      RNA** std::__niter_base<RNA**>(RNA**) [293]
                0.00    0.00   51747/51747       std::enable_if<std::__is_bitwise_relocatable<RNA*, void>::value, RNA**>::type std::__relocate_a_1<RNA*, RNA*>(RNA**, RNA**, RNA**, std::allocator<RNA*>&) [543]
-----------------------------------------------
                0.00    0.00   51747/51747       std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > >::get() [490]
[542]    0.0    0.00    0.00   51747         std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>* std::__to_address<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >(std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>*) [542]
-----------------------------------------------
                0.00    0.00   51747/51747       RNA** std::__relocate_a<RNA**, RNA**, std::allocator<RNA*> >(RNA**, RNA**, RNA**, std::allocator<RNA*>&) [541]
[543]    0.0    0.00    0.00   51747         std::enable_if<std::__is_bitwise_relocatable<RNA*, void>::value, RNA**>::type std::__relocate_a_1<RNA*, RNA*>(RNA**, RNA**, RNA**, std::allocator<RNA*>&) [543]
-----------------------------------------------
                0.00    0.00     816/51747       std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Organism, std::allocator<Organism>, int&, Threefry::Gen>(Organism*&, std::_Sp_alloc_shared_tag<std::allocator<Organism> >, int&, Threefry::Gen&&) [17]
                0.00    0.00    1024/51747       std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Organism, std::allocator<Organism>, std::shared_ptr<Organism>&>(Organism*&, std::_Sp_alloc_shared_tag<std::allocator<Organism> >, std::shared_ptr<Organism>&) [149]
                0.00    0.00   49907/51747       std::__shared_count<(__gnu_cxx::_Lock_policy)2>::__shared_count<Organism, std::allocator<Organism>, std::shared_ptr<Organism> const&>(Organism*&, std::_Sp_alloc_shared_tag<std::allocator<Organism> >, std::shared_ptr<Organism> const&) [63]
[544]    0.0    0.00    0.00   51747         std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > > std::__allocate_guarded<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > >(std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >&) [544]
                0.00    0.00   51747/51747       std::allocator_traits<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > >::allocate(std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >&, unsigned long) [497]
                0.00    0.00   51747/103494      std::__allocated_ptr<std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> > >::__allocated_ptr(std::allocator<std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2> >&, std::_Sp_counted_ptr_inplace<Organism, std::allocator<Organism>, (__gnu_cxx::_Lock_policy)2>*) [350]
-----------------------------------------------
                0.00    0.00   51747/51747       RNA** std::__uninitialized_default_n_a<RNA**, unsigned long, RNA*>(RNA**, unsigned long, std::allocator<RNA*>&) [546]
[545]    0.0    0.00    0.00   51747         RNA** std::__uninitialized_default_n<RNA**, unsigned long>(RNA**, unsigned long) [545]
                0.00    0.00   51747/51747       RNA** std::__uninitialized_default_n_1<true>::__uninit_default_n<RNA**, unsigned long>(RNA**, unsigned long) [504]
-----------------------------------------------
                0.00    0.00   51747/51747       std::vector<RNA*, std::allocator<RNA*> >::_M_default_append(unsigned long) [513]
[546]    0.0    0.00    0.00   51747         RNA** std::__uninitialized_default_n_a<RNA**, unsigned long, RNA*>(RNA**, unsigned long, std::allocator<RNA*>&) [546]
                0.00    0.00   51747/51747       RNA** std::__uninitialized_default_n<RNA**, unsigned long>(RNA**, unsigned long) [545]
-----------------------------------------------
                0.00    0.00   51747/51747       RNA** std::__uninitialized_default_n_1<true>::__uninit_default_n<RNA**, unsigned long>(RNA**, unsigned long) [504]
[547]    0.0    0.00    0.00   51747         RNA** std::fill_n<RNA**, unsigned long, RNA*>(RNA**, unsigned long, RNA* const&) [547]
                0.00    0.00   51747/206988      RNA** std::__niter_base<RNA**>(RNA**) [293]
                0.00    0.00   51747/51747       __gnu_cxx::__enable_if<std::__is_scalar<RNA*>::__value, RNA**>::__type std::__fill_n_a<RNA**, unsigned long, RNA*>(RNA**, unsigned long, RNA* const&) [537]
                0.00    0.00   51747/51747       RNA** std::__niter_wrap<RNA**>(RNA** const&, RNA**) [539]
-----------------------------------------------
                0.00    0.00   51747/51747       void std::_Destroy<char*, char>(char*, char*, std::allocator<char>&) [549]
[548]    0.0    0.00    0.00   51747         void std::_Destroy<char*>(char*, char*) [548]
                0.00    0.00   51747/51747       void std::_Destroy_aux<true>::__destroy<char*>(char*, char*) [467]
-----------------------------------------------
                0.00    0.00   51747/51747       std::vector<char, std::allocator<char> >::~vector() [524]
[549]    0.0    0.00    0.00   51747         void std::_Destroy<char*, char>(char*, char*, std::allocator<char>&) [549]
                0.00    0.00   51747/51747       void std::_Destroy<char*>(char*, char*) [548]
-----------------------------------------------
                0.00    0.00     206/51345       Organism::remove_promoters_starting_after(int) [162]
                0.00    0.00     206/51345       Organism::remove_promoters_starting_before(int) [161]
                0.00    0.00   50933/51345       Organism::remove_promoters_starting_between(int, int) [137]
[550]    0.0    0.00    0.00   51345         std::map<int, signed char, std::less<int>, std::allocator<std::pair<int const, signed char> > >::erase(std::_Rb_tree_const_iterator<std::pair<int const, signed char> >, std::_Rb_tree_const_iterator<std::pair<int const, signed char> >) [550]
                0.00    0.00   51345/51345       std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::erase[abi:cxx11](std::_Rb_tree_const_iterator<std::pair<int const, signed char> >, std::_Rb_tree_const_iterator<std::pair<int const, signed char> >) [552]
-----------------------------------------------
                0.00    0.00   51345/51345       std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::erase[abi:cxx11](std::_Rb_tree_const_iterator<std::pair<int const, signed char> >, std::_Rb_tree_const_iterator<std::pair<int const, signed char> >) [552]
[551]    0.0    0.00    0.00   51345         std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_erase_aux(std::_Rb_tree_const_iterator<std::pair<int const, signed char> >, std::_Rb_tree_const_iterator<std::pair<int const, signed char> >) [551]
                0.00    0.00   54908/54908       std::operator!=(std::_Rb_tree_const_iterator<std::pair<int const, signed char> > const&, std::_Rb_tree_const_iterator<std::pair<int const, signed char> > const&) [402]
                0.00    0.00   53030/167793      std::_Rb_tree_const_iterator<std::pair<int const, signed char> >::_Rb_tree_const_iterator(std::_Rb_tree_iterator<std::pair<int const, signed char> > const&) [303]
                0.00    0.00   53030/53030       std::operator==(std::_Rb_tree_const_iterator<std::pair<int const, signed char> > const&, std::_Rb_tree_const_iterator<std::pair<int const, signed char> > const&) [404]
                0.00    0.00   51345/104114      std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::begin() [339]
                0.00    0.00    3563/3563        std::_Rb_tree_const_iterator<std::pair<int const, signed char> >::operator++(int) [642]
                0.00    0.00    3563/3563        std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_erase_aux(std::_Rb_tree_const_iterator<std::pair<int const, signed char> >) [643]
                0.00    0.00    1685/136746      std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::end() [321]
-----------------------------------------------
                0.00    0.00   51345/51345       std::map<int, signed char, std::less<int>, std::allocator<std::pair<int const, signed char> > >::erase(std::_Rb_tree_const_iterator<std::pair<int const, signed char> >, std::_Rb_tree_const_iterator<std::pair<int const, signed char> >) [550]
[552]    0.0    0.00    0.00   51345         std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::erase[abi:cxx11](std::_Rb_tree_const_iterator<std::pair<int const, signed char> >, std::_Rb_tree_const_iterator<std::pair<int const, signed char> >) [552]
                0.00    0.00   51345/51345       std::_Rb_tree<int, std::pair<int const, signed char>, std::_Select1st<std::pair<int const, signed char> >, std::less<int>, std::allocator<std::pair<int const, signed char> > >::_M_erase_aux(std::_Rb_tree_const_iterator<std::pair<int const, signed char> >, std::_Rb_tree_const_iterator<std::pair<int const, signed char> >) [551]
                0.00    0.00   51345/63418       std::_Rb_tree_const_iterator<std::pair<int const, signed char> >::_M_const_cast() const [380]
-----------------------------------------------
                0.00    0.00   51139/51139       DnaMutator::generate_next_mutation(int) [132]
[553]    0.0    0.00    0.00   51139         MutationEvent::switch_pos(int) [553]
-----------------------------------------------
                0.00    0.00   51139/51139       std::allocator_traits<std::allocator<std::_List_node<MutationEvent*> > >::deallocate(std::allocator<std::_List_node<MutationEvent*> >&, std::_List_node<MutationEvent*>*, unsigned long) [570]
[554]    0.0    0.00    0.00   51139         __gnu_cxx::new_allocator<std::_List_node<MutationEvent*> >::deallocate(std::_List_node<MutationEvent*>*, unsigned long) [554]
-----------------------------------------------
                0.00    0.00   51139/51139       void std::allocator_traits<std::allocator<std::_List_node<MutationEvent*> > >::destroy<MutationEvent*>(std::allocator<std::_List_node<MutationEvent*> >&, MutationEvent**) [571]
[555]    0.0    0.00    0.00   51139         void __gnu_cxx::new_allocator<std::_List_node<MutationEvent*> >::destroy<MutationEvent*>(MutationEvent**) [555]
-----------------------------------------------
                0.00    0.00   51139/51139       std::allocator_traits<std::allocator<std::_List_node<MutationEvent*> > >::allocate(std::allocator<std::_List_node<MutationEvent*> >&, unsigned long) [572]
[556]    0.0    0.00    0.00   51139         __gnu_cxx::new_allocator<std::_List_node<MutationEvent*> >::allocate(unsigned long, void const*) [556]
                0.00    0.00   51139/51139       __gnu_cxx::new_allocator<std::_List_node<MutationEvent*> >::max_size() const [560]
-----------------------------------------------
                0.00    0.00   51139/51139       void std::allocator_traits<std::allocator<std::_List_node<MutationEvent*> > >::construct<MutationEvent*, MutationEvent* const&>(std::allocator<std::_List_node<MutationEvent*> >&, MutationEvent**, MutationEvent* const&) [573]
[557]    0.0    0.00    0.00   51139         void __gnu_cxx::new_allocator<std::_List_node<MutationEvent*> >::construct<MutationEvent*, MutationEvent* const&>(MutationEvent**, MutationEvent* const&) [557]
                0.00    0.00   51139/204556      MutationEvent* const& std::forward<MutationEvent* const&>(std::remove_reference<MutationEvent* const&>::type&) [295]
                0.00    0.00   51139/1979786     operator new(unsigned long, void*) [191]
-----------------------------------------------
                0.00    0.00   51139/51139       Organism::apply_mutations(std::__cxx11::list<MutationEvent*, std::allocator<MutationEvent*> > const&) [6]
[558]    0.0    0.00    0.00   51139         MutationEvent::type() const [558]
-----------------------------------------------
                0.00    0.00   51139/51139       Organism::apply_mutations(std::__cxx11::list<MutationEvent*, std::allocator<MutationEvent*> > const&) [6]
[559]    0.0    0.00    0.00   51139         MutationEvent::pos_1() const [559]
-----------------------------------------------
                0.00    0.00   51139/51139       __gnu_cxx::new_allocator<std::_List_node<MutationEvent*> >::allocate(unsigned long, void const*) [556]
[560]    0.0    0.00    0.00   51139         __gnu_cxx::new_allocator<std::_List_node<MutationEvent*> >::max_size() const [560]
-----------------------------------------------
                0.00    0.00   51139/51139       std::_List_node<MutationEvent*>::_M_valptr() const [563]
[561]    0.0    0.00    0.00   51139         __gnu_cxx::__aligned_membuf<MutationEvent*>::_M_ptr() const [561]
                0.00    0.00   51139/51139       __gnu_cxx::__aligned_membuf<MutationEvent*>::_M_addr() const [562]
-----------------------------------------------
                0.00    0.00   51139/51139       __gnu_cxx::__aligned_membuf<MutationEvent*>::_M_ptr() const [561]
[562]    0.0    0.00    0.00   51139         __gnu_cxx::__aligned_membuf<MutationEvent*>::_M_addr() const [562]
-----------------------------------------------
                0.00    0.00   51139/51139       std::_List_const_iterator<MutationEvent*>::operator*() const [565]
[563]    0.0    0.00    0.00   51139         std::_List_node<MutationEvent*>::_M_valptr() const [563]
                0.00    0.00   51139/51139       __gnu_cxx::__aligned_membuf<MutationEvent*>::_M_ptr() const [561]
-----------------------------------------------
                0.00    0.00   51139/51139       DnaMutator::~DnaMutator() [68]
[564]    0.0    0.00    0.00   51139         std::_List_iterator<MutationEvent*>::operator*() const [564]
                0.00    0.00   51139/153417      std::_List_node<MutationEvent*>::_M_valptr() [320]
-----------------------------------------------
                0.00    0.00   51139/51139       Organism::apply_mutations(std::__cxx11::list<MutationEvent*, std::allocator<MutationEvent*> > const&) [6]
[565]    0.0    0.00    0.00   51139         std::_List_const_iterator<MutationEvent*>::operator*() const [565]
                0.00    0.00   51139/51139       std::_List_node<MutationEvent*>::_M_valptr() const [563]
-----------------------------------------------
                0.00    0.00   51139/51139       DnaMutator::~DnaMutator() [68]
[566]    0.0    0.00    0.00   51139         std::_List_iterator<MutationEvent*>::operator++() [566]
-----------------------------------------------
                0.00    0.00   51139/51139       std::_List_node<MutationEvent*>* std::__cxx11::list<MutationEvent*, std::allocator<MutationEvent*> >::_M_create_node<MutationEvent* const&>(MutationEvent* const&) [578]
[567]    0.0    0.00    0.00   51139         std::__allocated_ptr<std::allocator<std::_List_node<MutationEvent*> > >::__allocated_ptr(std::allocator<std::_List_node<MutationEvent*> >&, std::_List_node<MutationEvent*>*) [567]
                0.00    0.00   51139/51139       std::allocator<std::_List_node<MutationEvent*> >* std::__addressof<std::allocator<std::_List_node<MutationEvent*> > >(std::allocator<std::_List_node<MutationEvent*> >&) [581]
-----------------------------------------------
                0.00    0.00   51139/51139       std::_List_node<MutationEvent*>* std::__cxx11::list<MutationEvent*, std::allocator<MutationEvent*> >::_M_create_node<MutationEvent* const&>(MutationEvent* const&) [578]
[568]    0.0    0.00    0.00   51139         std::__allocated_ptr<std::allocator<std::_List_node<MutationEvent*> > >::~__allocated_ptr() [568]
-----------------------------------------------
                0.00    0.00   51139/51139       std::_List_node<MutationEvent*>* std::__cxx11::list<MutationEvent*, std::allocator<MutationEvent*> >::_M_create_node<MutationEvent* const&>(MutationEvent* const&) [578]
[569]    0.0    0.00    0.00   51139         std::__allocated_ptr<std::allocator<std::_List_node<MutationEvent*> > >::operator=(decltype(nullptr)) [569]
-----------------------------------------------
                0.00    0.00   51139/51139       std::__cxx11::_List_base<MutationEvent*, std::allocator<MutationEvent*> >::_M_put_node(std::_List_node<MutationEvent*>*) [577]
[570]    0.0    0.00    0.00   51139         std::allocator_traits<std::allocator<std::_List_node<MutationEvent*> > >::deallocate(std::allocator<std::_List_node<MutationEvent*> >&, std::_List_node<MutationEvent*>*, unsigned long) [570]
                0.00    0.00   51139/51139       __gnu_cxx::new_allocator<std::_List_node<MutationEvent*> >::deallocate(std::_List_node<MutationEvent*>*, unsigned long) [554]
-----------------------------------------------
                0.00    0.00   51139/51139       std::__cxx11::_List_base<MutationEvent*, std::allocator<MutationEvent*> >::_M_clear() [189]
[571]    0.0    0.00    0.00   51139         void std::allocator_traits<std::allocator<std::_List_node<MutationEvent*> > >::destroy<MutationEvent*>(std::allocator<std::_List_node<MutationEvent*> >&, MutationEvent**) [571]
                0.00    0.00   51139/51139       void __gnu_cxx::new_allocator<std::_List_node<MutationEvent*> >::destroy<MutationEvent*>(MutationEvent**) [555]
-----------------------------------------------
                0.00    0.00   51139/51139       std::__cxx11::_List_base<MutationEvent*, std::allocator<MutationEvent*> >::_M_get_node() [575]
[572]    0.0    0.00    0.00   51139         std::allocator_traits<std::allocator<std::_List_node<MutationEvent*> > >::allocate(std::allocator<std::_List_node<MutationEvent*> >&, unsigned long) [572]
                0.00    0.00   51139/51139       __gnu_cxx::new_allocator<std::_List_node<MutationEvent*> >::allocate(unsigned long, void const*) [556]
-----------------------------------------------
